cu_id,cu_name,stream_id,stream_name,major_drainage,watershed_code,parkinson_cu,tautz_cu,phylogenetic_group,run_timing_full.x,run_timing,OBJECTID,parkinson2005cu,run_timing_full.y,COL_H,latitude,longitude,coord_certainty,comments_alternate,coord_source
980,South Coast Winter,9937,HOMATHKO RIVER,South Coast,900406900,S. Coast  Winter,NA,South Coast,Winter,NA,132,S. Coast  Winter,Winter,NA,51.1029114,-125.0117225,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9939,BEAR RIVER,South Coast,900411200,S. Coast  Winter,NA,South Coast,Winter,NA,133,S. Coast  Winter,Winter,NA,56.04581019,-129.9218907,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9941,APPLE RIVER,South Coast,900469600,S. Coast  Winter,NA,South Coast,Winter,NA,135,S. Coast  Winter,Winter,NA,50.76464671,-125.2936017,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9942,STAFFORD RIVER,South Coast,9.00E+08,S. Coast  Winter,NA,South Coast,Winter,NA,136,S. Coast  Winter,Winter,NA,50.79985757,-125.4319268,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9943,HEYDON CREEK,South Coast,900477600,S. Coast  Winter,NA,South Coast,Winter,NA,137,S. Coast  Winter,Winter,NA,50.55658361,-125.6327726,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9944,READ CREEK,South Coast,900501200,S. Coast  Winter,NA,South Coast,Winter,NA,138,S. Coast  Winter,Winter,NA,50.53293,-125.78627,M,NA,ArcGIS world geocoding service
980,South Coast Winter,9945,FULMORE RIVER,South Coast,900521100,S. Coast  Winter,NA,South Coast,Winter,NA,139,S. Coast  Winter,Winter,NA,50.5875915,-126.0269644,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9946,Glendale CREEK,South Coast,900569800,S. Coast  Winter,NA,South Coast,Winter,NA,NA,NA,NA,NA,50.651012,-125.72364,H,NA,NuSEDs
980,South Coast Winter,9947,BLIND CREEK,South Coast,9.01E+08,S. Coast  Winter,NA,South Coast,Winter,NA,141,S. Coast  Winter,Winter,NA,50.683709,-125.6467329,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9948,FRANKLIN RIVER,South Coast,900589500,S. Coast  Winter,NA,South Coast,Winter,NA,142,S. Coast  Winter,Winter,NA,51.09244288,-125.5518459,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9950,KLINAKLINI RIVER,South Coast,900592700,S. Coast  Winter,NA,South Coast,Winter,NA,143,S. Coast  Winter,Winter,NA,51.09932473,-125.6209488,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9951,SIM RIVER,South Coast,900596000,S. Coast  Winter,NA,South Coast,Winter,NA,144,S. Coast  Winter,Winter,NA,51.05549103,-125.6835451,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9952,AHNUHATI RIVER,South Coast,900603000,S. Coast  Winter,NA,South Coast,Winter,NA,145,S. Coast  Winter,Winter,NA,50.94854565,-125.7197355,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9953,AHTA RIVER,South Coast,900640400,S. Coast  Winter,NA,South Coast,Winter,NA,148,S. Coast  Winter,Winter,NA,50.871005,-126.164974,H,KB,NuSEDs
980,South Coast Winter,9954,KINGCOME RIVER,South Coast,900681600,S. Coast  Winter,NA,South Coast,Winter,NA,149,S. Coast  Winter,Winter,NA,51.20884073,-126.2090926,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9955,WAKEMAN RIVER,South Coast,900692800,S. Coast  Winter,NA,South Coast,Winter,NA,151,S. Coast  Winter,Winter,NA,51.10035806,-126.4846552,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9956,MACKENZIE RIVER,South Coast,900712900,S. Coast  Winter,NA,South Coast,Winter,NA,152,S. Coast  Winter,Winter,NA,50.933573,-126.635369,H,KB,NuSEDs
980,South Coast Winter,9957,HAUSKIN CREEK,South Coast,900750300,S. Coast  Winter,NA,South Coast,Winter,NA,153,S. Coast  Winter,Winter,NA,50.966667,-126.816673,L,associated with Hauskin Lake,"Google Search
"
980,South Coast Winter,9958,SEYMOUR RIVER,South Coast,900875400,S. Coast  Winter,NA,South Coast,Winter,W CS,106,S. Coast  Summer,Summer,NA,51.193049,-126.672736,H,KB,NuSEDs
980,South Coast Winter,9960,RAINBOW CREEK,South Coast,900878100,S. Coast  Winter,NA,South Coast,Winter,NA,155,S. Coast  Winter,Winter,NA,51.18626055,-124.0015222,H,Potential issue: mapping in Mid Fraser Summer CU (CU id: 780) -- incorrect categorization or coordinate? ,FWA Streams_Line_BC
980,South Coast Winter,9961,WAUMP CREEK,South Coast,900948000,S. Coast  Winter,NA,South Coast,Winter,NA,156,S. Coast  Winter,Winter,NA,51.23602024,-126.8844997,H,NA,FWA Streams_Line_BC
980,South Coast Winter,9962,PACK LAKE CREEK,South Coast,900975900,S. Coast  Winter,NA,South Coast,Winter,NA,157,S. Coast  Winter,Winter,NA,51.171307,-127.470073,NA,KB; name changed from NA to PACK LAKE CREEK by Katy,NuSEDs/FISS
980,South Coast Winter,9966,CLEAR CREEK,South Coast,9.05E+13,S. Coast  Winter,NA,South Coast,Winter,NA,158,S. Coast  Winter,Winter,NA,50.21635,-125.2196,M,NA,ArcGIS world geocoding service
980,South Coast Winter,9971,VINER CREEK,South Coast,9.06E+13,S. Coast  Winter,NA,South Coast,Winter,NA,160,S. Coast  Winter,Winter,NA,50.78505378,-126.3976544,L,"Associated to Viner South
Alternate Viner Creek (59.63286, -125.66986); ArcGIS world geocoding service","Google Search
"
980,South Coast Winter,9972,GILFORD CREEK,South Coast,9.06E+13,S. Coast  Winter,NA,South Coast,Winter,NA,161,S. Coast  Winter,Winter,NA,50.66632,-126.38634,M,NA,ArcGIS world geocoding service
980,South Coast Winter,10127,BROHM River,South Coast,9.00E+13,S. Coast  Winter,NA,South Coast,Winter,NA,,S. Coast  Winter,Winter,NA,49.806974,-123.120242,H,added stream manually - separate juvenile estimates than cheakamus ,
980,South Coast Winter,10282,CAPILANO RIVER,South Coast,900071100,S. Coast  Winter,NA,South Coast,Winter,W CS,,S. Coast  Winter,Winter,NA,49.42780717,-123.1167008,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
980,South Coast Winter,10290,KAKWEIKEN RIVER,South Coast,900632100,S. Coast  Winter,NA,South Coast,Winter,W CS,,S. Coast  Winter,Winter,NA,50.82776298,-125.9900534,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
980,South Coast Winter,10292,KWALATE CREEK,South Coast,900608900,S. Coast  Winter,NA,South Coast,Winter,W CS,,S. Coast  Winter,Winter,NA,50.80020763,-125.7017546,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
980,South Coast Winter,10296,PHILLIPS RIVER,South Coast,900447800,S. Coast  Winter,NA,South Coast,Winter,W CS,,S. Coast  Winter,Winter,NA,50.61735009,-125.3002264,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
980,South Coast Winter,10299,QUATAM RIVER,South Coast,900368900,S. Coast  Winter,NA,South Coast,Winter,W CS,,S. Coast  Winter,Winter,NA,50.39049576,-124.8756027,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
981,East Vancouver Island Winter,9973,GOLDSTREAM RIVER,East Vancouver Island,920211900,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,247,E. Vancouver Is. Winter,Winter,NA,48.484574,-123.547893,H,KB,NuSEDs
981,East Vancouver Island Winter,9974,COWICHAN RIVER,East Vancouver Island,920257700,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,248,E. Vancouver Is. Winter,Winter,NA,48.76364357,-123.7931872,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9975,NANAIMO RIVER,East Vancouver Island,920384400,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,250,E. Vancouver Is. Winter,Winter,NA,49.07176248,-123.9968625,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9976,CHASE RIVER,East Vancouver Island,920389300,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,251,E. Vancouver Is. Winter,Winter,NA,49.13294,-123.91941,M,NA,ArcGIS world geocoding service
981,East Vancouver Island Winter,9977,MILLSTONE RIVER,East Vancouver Island,9.20E+08,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,252,E. Vancouver Is. Winter,Winter,NA,49.16634,-123.93601,M,NA,ArcGIS world geocoding service
981,East Vancouver Island Winter,9978,ENGLISHMAN RIVER,East Vancouver Island,920462800,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,253,E. Vancouver Is. Winter,Winter,NA,49.32911,-124.295001,H,KB,NuSEDs
981,East Vancouver Island Winter,9979,FRENCH CREEK,East Vancouver Island,920470700,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,254,E. Vancouver Is. Winter,Winter,NA,48.76364357,-123.7931872,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9980,LITTLE QUALICUM RIVER,East Vancouver Island,920481800,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,255,E. Vancouver Is. Winter,Winter,NA,49.358144,-124.484756,H,CA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9981,QUALICUM RIVER,East Vancouver Island,920490700,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,256,E. Vancouver Is. Winter,Winter,NA,49.07176248,-123.9968625,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9982,TSABLE RIVER,East Vancouver Island,920527600,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,257,E. Vancouver Is. Winter,Winter,NA,49.51609827,-124.8445358,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9983,TRENT RIVER,East Vancouver Island,920545800,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,258,E. Vancouver Is. Winter,Winter,NA,49.64964,-124.93612,M,NA,ArcGIS world geocoding service
981,East Vancouver Island Winter,9985,BLACK CREEK,East Vancouver Island,920595100,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,261,E. Vancouver Is. Winter,Winter,NA,49.851703,-125.100031,H,KB,NuSEDs
981,East Vancouver Island Winter,9986,OYSTER RIVER,East Vancouver Island,920600400,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,262,E. Vancouver Is. Winter,Winter,NA,49.88270115,-125.1924669,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9988,CAMPBELL RIVER,East Vancouver Island,9.21E+08,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,263,E. Vancouver Is. Winter,Winter,NA,50.03478097,-125.2745432,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9989,MOHUN CREEK,East Vancouver Island,920643100,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,264,E. Vancouver Is. Winter,Winter,NA,50.112472,-125.374517,H,KB,NuSEDs
981,East Vancouver Island Winter,9990,AMOR DE COSMOS CREEK,East Vancouver Island,920700700,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,265,E. Vancouver Is. Winter,Winter,NA,50.09964,-125.3696,M,NA,ArcGIS world geocoding service
981,East Vancouver Island Winter,9992,SALMON RIVER,East Vancouver Island,920725300,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,266,E. Vancouver Is. Winter,Winter,NA,50.37806,-125.9445,H,KB,NuSEDs
981,East Vancouver Island Winter,9993,NIMPKISH RIVER,East Vancouver Island,9.21E+08,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,271,E. Vancouver Is. Winter,Winter,NA,50.21990042,-126.6213734,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9994,CLUXEWE RIVER,East Vancouver Island,920851500,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,274,E. Vancouver Is. Winter,Winter,NA,50.58338417,-127.1502756,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9995,KEOGH RIVER,East Vancouver Island,920866900,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,275,E. Vancouver Is. Winter,Winter,NA,50.67593152,-127.3500607,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9996,QUATSE RIVER,East Vancouver Island,920896200,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,276,E. Vancouver Is. Winter,Winter,NA,50.6909002,-127.4842123,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9997,SHUSHARTIE RIVER,East Vancouver Island,920940400,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,277,E. Vancouver Is. Winter,Winter,NA,50.82258413,-127.8421491,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9998,NAHWITTI RIVER,East Vancouver Island,9.21E+08,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,278,E. Vancouver Is. Winter,Winter,NA,50.83207152,-127.9657266,H,NA,FWA Streams_Line_BC
981,East Vancouver Island Winter,9999,STRANBY RIVER,East Vancouver Island,920969500,E. Vancouver Is. Winter,NA,South Coast,Winter,NA,279,E. Vancouver Is. Winter,Winter,NA,50.83711,-128.15047,M,NA,ArcGIS world geocoding service
981,East Vancouver Island Winter,10284,CHEMAINUS RIVER,,920303500,E. Vancouver Is. Winter,NA,South Coast,Winter,W CS,,E. Vancouver Is. Winter,Winter,NA,48.85605561,-123.9700265,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
981,East Vancouver Island Winter,10275,ADAM RIVER,,920758000,E. Vancouver Is. Winter,NA,South Coast,Winter,W CS,,E. Vancouver Is. Winter,Winter,NA,50.38151672,-126.161264,H,"added manually after revisions to expand winter CUs to include rivers with winter and coastal summer runs - duplicate with corresponding summer cu, but with unique stream id",FWA Streams_Line_BC
982,West Vancouver Island Winter,10000,SOOKE RIVER,West Vancouver Island,930022100,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,280,W. Vancouver Is. Winter,Winter,NA,48.43808961,-123.7187532,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10001,TUGWELL CREEK,West Vancouver Island,930029800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,281,W. Vancouver Is. Winter,Winter,NA,48.37537,-123.851123,H,KB,NuSEDs
982,West Vancouver Island Winter,10002,MUIR CREEK,West Vancouver Island,930030300,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,282,W. Vancouver Is. Winter,Winter,NA,48.38586692,-123.8636185,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10003,KIRBY CREEK,West Vancouver Island,930031100,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,283,W. Vancouver Is. Winter,Winter,NA,48.382342,-123.896706,H,KB,NuSEDs
982,West Vancouver Island Winter,10004,SAN JUAN RIVER,West Vancouver Island,930053800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,284,W. Vancouver Is. Winter,Winter,NA,48.58353321,-124.2666795,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10005,WALBRAN CREEK,West Vancouver Island,930063200,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,287,W. Vancouver Is. Winter,Winter,NA,48.58121649,-124.6545481,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10006,CARMANAH CREEK,West Vancouver Island,930065800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,288,W. Vancouver Is. Winter,Winter,NA,48.65373232,-124.6934865,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10007,NITINAT RIVER,West Vancouver Island,930071700,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,290,W. Vancouver Is. Winter,Winter,NA,48.87988967,-124.6046856,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10008,PACHENA RIVER,West Vancouver Island,930085500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,292,W. Vancouver Is. Winter,Winter,NA,48.80132462,-125.1220792,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10009,SARITA RIVER,West Vancouver Island,930110800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,293,W. Vancouver Is. Winter,Winter,NA,48.88858351,-124.9893517,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10010,COLEMAN CREEK,West Vancouver Island,930124200,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,295,W. Vancouver Is. Winter,Winter,NA,49.00438392,-124.8576216,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10012,FRANKLIN RIVER,West Vancouver Island,930129400,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,296,W. Vancouver Is. Winter,Winter,NA,51.09244288,-125.5518459,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10013,ASH RIVER,West Vancouver Island,9.30E+18,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,300,W. Vancouver Is. Winter,Winter,NA,49.38416441,-125.0027644,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10014,ANDERSON RIVER,West Vancouver Island,930162500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,304,W. Vancouver Is. Winter,Winter,NA,49.84159018,-121.433914,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10015,EFFINGHAM RIVER,West Vancouver Island,930196400,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,305,W. Vancouver Is. Winter,Winter,NA,49.10158925,-125.2166481,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10016,MAGGIE RIVER,West Vancouver Island,930233800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,307,W. Vancouver Is. Winter,Winter,NA,48.99025426,-125.3968234,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10017,LOST SHOE CREEK,West Vancouver Island,9.30E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,308,W. Vancouver Is. Winter,Winter,NA,48.99961,-125.63615,M,NA,ArcGIS world geocoding service
982,West Vancouver Island Winter,10018,KENNEDY RIVER,West Vancouver Island,930306400,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,309,W. Vancouver Is. Winter,Winter,NA,49.11092414,-125.6525461,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10019,CLAYOQUOT RIVER,West Vancouver Island,9.30E+13,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,310,W. Vancouver Is. Winter,Winter,NA,49.18375813,-125.5366764,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10020,TRANQUIL CREEK,West Vancouver Island,930324500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,311,W. Vancouver Is. Winter,Winter,NA,49.22133099,-125.6646965,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10021,BEDWELL RIVER,West Vancouver Island,930355300,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,312,W. Vancouver Is. Winter,Winter,NA,49.43740585,-125.6834244,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10022,CYPRE RIVER,West Vancouver Island,930368500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,313,W. Vancouver Is. Winter,Winter,NA,49.29926538,-125.9169893,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10023,MOYEHA RIVER,West Vancouver Island,930391800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,314,W. Vancouver Is. Winter,Winter,NA,49.46267438,-125.8523619,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10024,MEGIN RIVER,West Vancouver Island,930413500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,315,W. Vancouver Is. Winter,Winter,NA,49.47155013,-126.1113421,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10025,SYDNEY RIVER,West Vancouver Island,930433800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,316,W. Vancouver Is. Winter,Winter,NA,49.51628,-126.30293,M,NA,ArcGIS world geocoding service
982,West Vancouver Island Winter,10026,HESQUIAT LAKE CREEK,West Vancouver Island,930461400,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,317,W. Vancouver Is. Winter,Winter,NA,49.49958,-126.40294,M,NA,ArcGIS world geocoding service
982,West Vancouver Island Winter,10027,ESCALANTE RIVER,West Vancouver Island,930480800,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,318,W. Vancouver Is. Winter,Winter,NA,49.53657819,-126.546159,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10028,JACKLAH RIVER,West Vancouver Island,930502700,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,319,W. Vancouver Is. Winter,Winter,NA,49.60906166,-126.1449787,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10029,MCCURDY CREEK,West Vancouver Island,930514500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,323,W. Vancouver Is. Winter,Winter,NA,49.69774285,-126.2066164,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10030,KLEEPTEE CREEK,West Vancouver Island,930521000,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,324,W. Vancouver Is. Winter,Winter,NA,49.66409523,-126.3633792,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10031,TLUPANA RIVER,West Vancouver Island,930534200,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,325,W. Vancouver Is. Winter,Winter,NA,49.77341757,-126.3502126,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10032,CONUMA RIVER,West Vancouver Island,930538500,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,326,W. Vancouver Is. Winter,Winter,NA,49.85131804,-126.3721245,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10033,SUCWOA RIVER,West Vancouver Island,930540600,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,327,W. Vancouver Is. Winter,Winter,NA,49.81124166,-126.5096234,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10034,TSOWWIN RIVER,West Vancouver Island,930561300,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,328,W. Vancouver Is. Winter,Winter,NA,49.78046184,-126.6179285,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10035,TAHSIS RIVER,West Vancouver Island,9.31E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,330,W. Vancouver Is. Winter,Winter,NA,49.98326158,-126.6400241,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10036,LITTLE ZEBALLOS RIVER,West Vancouver Island,930579900,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,331,W. Vancouver Is. Winter,Winter,NA,49.96899564,-126.8049628,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10037,TATCHU CREEK,West Vancouver Island,930635400,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,333,W. Vancouver Is. Winter,Winter,NA,49.88289,-127.16976,M,NA,ArcGIS world geocoding service
982,West Vancouver Island Winter,10038,KAOUK RIVER,West Vancouver Island,9.31E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,334,W. Vancouver Is. Winter,Winter,NA,50.06588079,-127.0428918,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10039,KAUWINCH RIVER,West Vancouver Island,9.31E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,337,W. Vancouver Is. Winter,Winter,NA,50.20128759,-127.2708877,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10040,MALKSOPE RIVER,West Vancouver Island,9.31E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,338,W. Vancouver Is. Winter,Winter,NA,50.14141256,-127.4146669,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10041,OUOUKINSH RIVER,West Vancouver Island,9.31E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,339,W. Vancouver Is. Winter,Winter,NA,50.18994475,-127.4185711,H,NA,FWA Streams_Line_BC
982,West Vancouver Island Winter,10042,BATTLE BAY RIVER,West Vancouver Island,930739000,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,341,W. Vancouver Is. Winter,Winter,NA,50.11628,-127.58641,M,NA,ArcGIS world geocoding service
982,West Vancouver Island Winter,10043,EAST CREEK,West Vancouver Island,9.31E+08,W. Vancouver Is. Winter,NA,South Coast,Winter,NA,343,W. Vancouver Is. Winter,Winter,NA,50.24467155,-127.7028998,H,NA,FWA Streams_Line_BC
