cu_id,cu_name,stream_name,major_drainage,watershed_code,parkinson_cu,tautz_cu,phylogenetic_group,run_timing_full,run_timing,Shape_Length,Shape_Area,Latitude,Longitude
980,South Coast Winter,LYNN CREEK,South Coast ,900066900,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,STAWAMUS RIVER,South Coast ,900091000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,SQUAMISH RIVER,South Coast ,900097600,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,MAMQUAM RIVER,South Coast ,9.00E+13,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,CHEAKAMUS RIVER,South Coast ,9.00E+13,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,MCNAB CREEK,South Coast ,900106300,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,RAINY RIVER,South Coast ,900109100,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,MCNAIR CREEK,South Coast ,900109700,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,CHAPMAN CREEK,South Coast ,900120400,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,TZOONIE RIVER,South Coast ,900195000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,VANCOUVER RIVER,South Coast ,900210100,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,DESERTED RIVER,South Coast ,900220600,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,SKWAWKA RIVER,South Coast ,900233000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,BRITTAIN RIVER,South Coast ,900244600,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,LANG CREEK,South Coast ,900278100,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,SLIAMMON CREEK,South Coast ,900286000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,THEODOSIA RIVER,South Coast ,900309400,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,TOBA RIVER,South Coast ,900349300,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,LITTLE TOBA RIVER,South Coast ,9.00E+13,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,ORFORD RIVER,South Coast ,900391500,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,SOUTHGATE RIVER,South Coast ,900404100,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,TEAQUAHAN RIVER,South Coast ,900406500,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,HOMATHKO RIVER,South Coast ,900406900,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,BEAR RIVER,South Coast ,900411200,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,APPLE RIVER,South Coast ,900469600,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,STAFFORD RIVER,South Coast ,900471200,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,HEYDON CREEK,South Coast ,900477600,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,READ CREEK,South Coast ,900501200,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,FULMORE RIVER,South Coast ,900521100,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,Glendale CREEK,South Coast ,900569800,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,BLIND CREEK,South Coast ,900571400,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,FRANKLIN RIVER,South Coast ,900589500,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,KLINAKLINI RIVER,South Coast ,900592700,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,SIM RIVER,South Coast ,900596000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,AHNUHATI RIVER,South Coast ,900603000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,AHTA RIVER,South Coast ,900640400,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,KINGCOME RIVER,South Coast ,900681600,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,WAKEMAN RIVER,South Coast ,900692800,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,MACKENZIE RIVER,South Coast ,900712900,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,HAUSKIN CREEK,South Coast ,900750300,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,SEYMOUR RIVER,South Coast ,900875400,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,RAINBOW CREEK,South Coast ,900878100,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,WAUMP CREEK,South Coast ,900948000,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,,South Coast ,900975900,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,CLEAR CREEK,South Coast ,9.05E+13,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,,South Coast ,9.05E+13,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,VINER CREEK,South Coast ,9.06E+13,S. Coast  Winter,,South Coast,Winter,,,,,
980,South Coast Winter,GILFORD CREEK,South Coast ,9.06E+13,S. Coast  Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,GOLDSTREAM RIVER,East Vancouver Island,920211900,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,COWICHAN RIVER,East Vancouver Island,920257700,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,NANAIMO RIVER,East Vancouver Island,920384400,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,CHASE RIVER,East Vancouver Island,920389300,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,MILLSTONE RIVER,East Vancouver Island,920395400,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,ENGLISHMAN RIVER,East Vancouver Island,920462800,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,FRENCH CREEK,East Vancouver Island,920470700,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,LITTLE QUALICUM RIVER,East Vancouver Island,920481800,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,QUALICUM RIVER,East Vancouver Island,920490700,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,TSABLE RIVER,East Vancouver Island,920527600,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,TRENT RIVER,East Vancouver Island,920545800,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,Tsolum River,East Vancouver Island,9.21E+13,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,BLACK CREEK,East Vancouver Island,920595100,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,OYSTER RIVER,East Vancouver Island,920600400,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,CAMPBELL RIVER,East Vancouver Island,920627900,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,MOHUN CREEK,East Vancouver Island,920643100,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,AMOR DE COSMOS CREEK,East Vancouver Island,920700700,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,SALMON RIVER,East Vancouver Island,920725300,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,NIMPKISH RIVER,East Vancouver Island,920825900,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,CLUXEWE RIVER,East Vancouver Island,920851500,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,KEOGH RIVER,East Vancouver Island,920866900,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,QUATSE RIVER,East Vancouver Island,920896200,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,SHUSHARTIE RIVER,East Vancouver Island,920940400,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,NAHWITTI RIVER,East Vancouver Island,920953700,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
981,East Vancouver Island Winter,STRANBY RIVER,East Vancouver Island,920969500,E. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,SOOKE RIVER,West Vancouver Island,930022100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,TUGWELL CREEK,West Vancouver Island,930029800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MUIR CREEK,West Vancouver Island,930030300,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KIRBY CREEK,West Vancouver Island,930031100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,SAN JUAN RIVER,West Vancouver Island,930053800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,WALBRAN CREEK,West Vancouver Island,930063200,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,CARMANAH CREEK,West Vancouver Island,930065800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,NITINAT RIVER,West Vancouver Island,930071700,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,PACHENA RIVER,West Vancouver Island,930085500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,SARITA RIVER,West Vancouver Island,930110800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,COLEMAN CREEK,West Vancouver Island,930124200,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,FRANKLIN RIVER,West Vancouver Island,930129400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,ASH RIVER,West Vancouver Island,9.30E+18,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,ANDERSON RIVER,West Vancouver Island,930162500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,EFFINGHAM RIVER,West Vancouver Island,930196400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MAGGIE RIVER,West Vancouver Island,930233800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,LOST SHOE CREEK,West Vancouver Island,930260600,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KENNEDY RIVER,West Vancouver Island,930306400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,CLAYOQUOT RIVER,West Vancouver Island,9.30E+13,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,TRANQUIL CREEK,West Vancouver Island,930324500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,BEDWELL RIVER,West Vancouver Island,930355300,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,CYPRE RIVER,West Vancouver Island,930368500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MOYEHA RIVER,West Vancouver Island,930391800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MEGIN RIVER,West Vancouver Island,930413500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,SYDNEY RIVER,West Vancouver Island,930433800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,HESQUIAT LAKE CREEK,West Vancouver Island,930461400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,ESCALANTE RIVER,West Vancouver Island,930480800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,JACKLAH RIVER,West Vancouver Island,930502700,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MCCURDY CREEK,West Vancouver Island,930514500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KLEEPTEE CREEK,West Vancouver Island,930521000,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,TLUPANA RIVER,West Vancouver Island,930534200,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,CONUMA RIVER,West Vancouver Island,930538500,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,SUCWOA RIVER,West Vancouver Island,930540600,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,TSOWWIN RIVER,West Vancouver Island,930561300,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,TAHSIS RIVER,West Vancouver Island,930569100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,LITTLE ZEBALLOS RIVER,West Vancouver Island,930579900,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,TATCHU CREEK,West Vancouver Island,930635400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KAOUK RIVER,West Vancouver Island,930665700,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KAUWINCH RIVER,West Vancouver Island,930683800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MALKSOPE RIVER,West Vancouver Island,930722200,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,OUOUKINSH RIVER,West Vancouver Island,930730300,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,BATTLE BAY RIVER,West Vancouver Island,930739000,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,EAST CREEK,West Vancouver Island,930782400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KLASKISH RIVER,West Vancouver Island,930784100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KEITH RIVER,West Vancouver Island,930805400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KEWQUODIE CREEK,West Vancouver Island,930830300,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KLOOTCHLIMMIS CREEK,West Vancouver Island,930832000,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,CAYUSE CREEK,West Vancouver Island,930844100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,CAYEGHLE CREEK,West Vancouver Island,930847100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,WAUKWAAS CREEK,West Vancouver Island,930871100,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,WANOKANA CREEK,West Vancouver Island,930884200,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,GOODSPEED RIVER,West Vancouver Island,930894800,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,KOPRINO RIVER,West Vancouver Island,930925900,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,MACJACK RIVER,West Vancouver Island,930970700,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,SAN JOSEF RIVER,West Vancouver Island,930979400,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
982,East Vancouver Island Winter,FISHERMAN RIVER,West Vancouver Island,930992000,W. Vancouver Is. Winter,,South Coast,Winter,,,,,
983,South Coast Summer,SEYMOUR RIVER,South Coast ,900066100,S. Coast  Summer,,South Coast,Summer,W CS,,,,
983,South Coast Summer,CAPILANO RIVER,South Coast ,900071100,S. Coast  Summer,,South Coast,Summer,W CS,,,,
983,South Coast Summer,BREM RIVER,South Coast ,900357900,S. Coast  Summer,,South Coast,Summer,CS,,,,
983,South Coast Summer,QUATAM RIVER,South Coast ,900368900,S. Coast  Summer,,South Coast,Summer,W CS,,,,
983,South Coast Summer,PHILLIPS RIVER,South Coast ,900447800,S. Coast  Summer,,South Coast,Summer,W CS,,,,
983,South Coast Summer,KWALATE CREEK,South Coast ,900608900,S. Coast  Summer,,South Coast,Summer,W CS,,,,
983,South Coast Summer,KAKWEIKEN RIVER,South Coast ,900632100,S. Coast  Summer,,South Coast,Summer,W CS,,,,
983,South Coast Summer,ATLATZI RIVER,South Coast ,9.01E+13,S. Coast  Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,HARRIS CREEK,West Vancouver Island,9.30E+13,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,GORDON RIVER,West Vancouver Island,930054700,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,CHEEWHAT RIVER,West Vancouver Island,930070100,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,KLANAWA RIVER,West Vancouver Island,930075500,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,south SARITA RIVER,West Vancouver Island,9.30E+13,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,CHINA CREEK,West Vancouver Island,930132300,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,SOMASS RIVER,West Vancouver Island,930137400,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,TAYLOR RIVER,West Vancouver Island,9.30E+18,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,COUS CREEK,West Vancouver Island,930143000,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,MACKTUSH CREEK,West Vancouver Island,930147000,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,NAHMINT RIVER,West Vancouver Island,930150800,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,TOQUART RIVER,West Vancouver Island,930230500,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,BURMAN RIVER,West Vancouver Island,930507400,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,GOLD RIVER,West Vancouver Island,930511600,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,HEBER RIVER,West Vancouver Island,9.31E+13,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,LEINER RIVER,West Vancouver Island,930567600,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,ZEBALLOS RIVER,West Vancouver Island,930582200,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,ARTLISH RIVER,West Vancouver Island,930671100,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,TAHSISH RIVER,West Vancouver Island,930673300,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,POWER RIVER,West Vancouver Island,930732300,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,NASPARTI RIVER,West Vancouver Island,930747000,W. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
984,West Vancouver Island Summer,MAHATTA CREEK,West Vancouver Island,930823900,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
984,West Vancouver Island Summer,MARBLE RIVER,West Vancouver Island,930865200,W. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
985,East Vancouver Island Summer,CHEMAINUS RIVER,East Vancouver Island,920303500,E. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
985,East Vancouver Island Summer,Puntledge River,East Vancouver Island,9.21E+13,E. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
985,East Vancouver Island Summer,WHITE RIVER,East Vancouver Island,9.21E+13,E. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
985,East Vancouver Island Summer,ADAM RIVER,East Vancouver Island,920758000,E. Vancouver Is. Summer,,South Coast,Summer,W CS,,,,
985,East Vancouver Island Summer,TSITIKA RIVER,East Vancouver Island,920782100,E. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
985,East Vancouver Island Summer,KOKISH RIVER,East Vancouver Island,920810900,E. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
985,East Vancouver Island Summer,KILPALA RIVER,East Vancouver Island,9.21E+13,E. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
985,East Vancouver Island Summer,KAIPIT CREEK,East Vancouver Island,9.21E+13,E. Vancouver Is. Summer,,South Coast,Summer,CS,,,,
1080,Alsek Summer,Alsek,Alsek,990,Alsek  Summer,,North Coast,Interior Summer,IS,,,,
1080,Alsek Summer,Tatsenshini,Alsek,990170500,Alsek  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,INKLIN RIVER,Taku,780,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,YETH CREEK,Taku,782,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,SUTLAHINE RIVER,Taku,785,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,KOWATUA CREEK,Taku,787,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,NAHLIN RIVER,Taku,788,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,SHESLAY RIVER,Taku,789,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1081,Taku Summer,NAKINA RIVER,Taku,790,Taku  Summer,,North Coast,Interior Summer,IS,,,,
1082,Taku Winter,TAKU RIVER,Taku,700,Taku Winter,,North Coast,Winter,,,,,
1082,Taku Winter,STUHINI CREEK,Taku,700298800,Taku Winter,,North Coast,Winter,,,,,
1082,Taku Winter,TULSEQUAH RIVER,Taku,730,Taku Winter,,North Coast,Winter,,,,,
1082,Taku Winter,KING SALMON CREEK,Taku,770,Taku Winter,,North Coast,Winter,,,,,
1083,Stikine Summer,TAHLTAN RIVER,Stikine,640,Stikine  Summer,,North Coast,Interior Summer,IS,,,,
1084,Stikine Winter,KATETE RIVER,Stikine,600073500,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,PORCUPINE RIVER,Stikine,600157400,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,CHRISTINA CREEK,Stikine,600196800,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,SCUD RIVER,Stikine,600202800,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,PATMORE CREEK,Stikine,600212700,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,SHAKES CREEK,Stikine,600327800,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,INHINI RIVER,Stikine,610071300,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,CRAIG RIVER,Stikine,610137600,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,BRONSON CREEK,Stikine,610212400,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,VERRETT RIVER,Stikine,610228900,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,CHUTINE RIVER,Stikine,620,Stikine Winter,,North Coast,Winter,,,,,
1084,Stikine Winter,MESS CREEK,Stikine,630,Stikine Winter,,North Coast,Winter,,,,,
1380,Mid Columbia Summer,Okanagan River,Mid Columbia,310,Mid Columbia  Summer,,Interior,Interior Summer,,,,,
