pse_region,species,cu_id,stream_id,cu_name,stream_name,brood_year,adult_spawners,sport_fishing_mortalities,annual_bycatch_fishing_mortality_rate,pre_fishery_abundance,age_4,age_5,age_6,age_7,age_8,sample_size,total_adult_recruitment,data_source,note
fraser,SH,781,9860,Thompson Summer,THOMPSON RIVER,2020,257,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 2",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1972,960,202,0.42,2014,NA,NA,NA,NA,NA,NA,2247,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1973,1435,159,0.42,2763,NA,NA,NA,NA,NA,NA,2034,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1974,677,533,0.42,2097,NA,NA,NA,NA,NA,NA,1813,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1975,581,278,0.42,1489,NA,NA,NA,NA,NA,NA,1612,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1976,1022,179,0.42,2083,NA,NA,NA,NA,NA,NA,1277,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1977,494,487,0.42,1701,NA,NA,NA,NA,NA,NA,2312,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1978,1152,365,0.42,2629,NA,NA,NA,NA,NA,NA,2872,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1979,715,142,0.42,1485,NA,NA,NA,NA,NA,NA,3993,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1980,893,21,0.42,1584,0,0.06,0.69,0.31,0,32,4089,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1981,586,49,0.42,1100,0,0,0.8,0.2,0,15,3969,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1982,936,20,0.42,1657,0,0,0.55,0.36,0.09,11,3680,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1983,1531,23,0.42,2693,NA,NA,NA,NA,NA,NA,1825,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1984,1133,41,0.42,2035,0,0,0.71,0.29,0,14,905,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1985,3149,43,0.42,5533,NA,NA,NA,NA,NA,NA,893,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1986,1992,53,0.42,3545,NA,NA,NA,NA,NA,NA,1150,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1987,2328,31,0.42,4090,NA,NA,NA,NA,NA,NA,1807,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1988,2342,14,0.42,4085,NA,NA,NA,NA,NA,NA,1487,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1989,610,87,0.42,1207,NA,NA,NA,NA,NA,NA,1322,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1990,403,37,0.42,764,NA,NA,NA,NA,NA,NA,1054,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1991,466,46,0.42,887,NA,NA,NA,NA,NA,NA,1282,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1992,542,33,0.42,998,NA,NA,NA,NA,NA,NA,1030,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1993,1546,40,0.29,2230,NA,NA,NA,NA,NA,NA,859,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1994,917,5,0.24,1219,NA,NA,NA,NA,NA,NA,906,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1995,830,6,0.43,1456,NA,NA,NA,NA,NA,NA,1216,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1996,518,4,0.34,787,NA,NA,NA,NA,NA,NA,1246,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1997,1373,4,0.11,1546,NA,NA,NA,NA,NA,NA,1011,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1998,672,2,0.23,877,NA,NA,NA,NA,NA,NA,520,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,1999,744,2,0.11,841,NA,NA,NA,NA,NA,NA,473,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2000,739,2,0.09,819,NA,NA,NA,NA,NA,NA,569,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2001,1258,6,0.06,1347,NA,NA,NA,NA,NA,NA,455,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2002,1114,8,0.1,1251,NA,NA,NA,NA,NA,NA,270,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2003,917,8,0.14,1074,NA,NA,NA,NA,NA,NA,300,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2004,254,11,0.15,310,NA,NA,NA,NA,NA,NA,228,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2005,384,2,0.21,490,NA,NA,NA,NA,NA,NA,424,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2006,552,NA,0.12,627,NA,NA,NA,NA,NA,NA,240,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2007,374,2,0.16,449,NA,NA,NA,NA,NA,NA,261,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2008,158,NA,0.11,177,NA,NA,NA,NA,NA,NA,846,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2009,350,0,0.07,377,NA,NA,NA,NA,NA,NA,1096,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2010,144,0,0.1,160,NA,NA,NA,NA,NA,NA,322,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2011,374,0,0.1,416,0,0.03,0.87,0.1,0,71,209,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2012,307,0,0.2,384,0.03,0.32,0.59,0.06,0,69,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2013,374,NA,0.11,420,0,0.72,0.28,0,0,46,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2014,955,NA,0.25,1273,0.02,0.57,0.4,0.02,0,63,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2015,418,NA,0.24,550,0,0.28,0.67,0.05,0,38,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2016,134,NA,0.2,168,0,0.32,0.68,0,0,33,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2017,187,NA,0.2,234,NA,NA,NA,NA,NA,NA,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2018,77,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2019,120,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
fraser,SH,780,9857,Mid Fraser Summer,CHILCOTIN RIVER,2020,38,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,"COSEWIC 2020 ""COSEWIC Assessment and Status Report on the Steelhead Tout Oncorhynchus mykiss Thompson River Population Chilcotin River Population in Canada"" Appendix 6",total_adult_recruitment = Estimated size of the brood year production including returns over multiple years from the spawning in the given year.
