"","CUID","Species","Year","CDN catch","US catch"
"1","1080","SH","1950",NA,NA
"2","1080","SH","1951",NA,NA
"3","1080","SH","1952",NA,NA
"4","1080","SH","1953",NA,NA
"5","1080","SH","1954",NA,NA
"6","1080","SH","1955",NA,NA
"7","1080","SH","1956",NA,NA
"8","1080","SH","1957",NA,NA
"9","1080","SH","1958",NA,NA
"10","1080","SH","1959",NA,NA
"11","1080","SH","1960",NA,NA
"12","1080","SH","1961",NA,NA
"13","1080","SH","1962",NA,NA
"14","1080","SH","1963",NA,NA
"15","1080","SH","1964",NA,NA
"16","1080","SH","1965",NA,NA
"17","1080","SH","1966",NA,NA
"18","1080","SH","1967",NA,NA
"19","1080","SH","1968",NA,NA
"20","1080","SH","1969",NA,NA
"21","1080","SH","1970",NA,NA
"22","1080","SH","1971",NA,NA
"23","1080","SH","1972",NA,NA
"24","1080","SH","1973",NA,NA
"25","1080","SH","1974",NA,NA
"26","1080","SH","1975",NA,NA
"27","1080","SH","1976",NA,NA
"28","1080","SH","1977",NA,NA
"29","1080","SH","1978",NA,NA
"30","1080","SH","1979",NA,NA
"31","1080","SH","1980",NA,NA
"32","1080","SH","1981",NA,NA
"33","1080","SH","1982",NA,NA
"34","1080","SH","1983",NA,NA
"35","1080","SH","1984",NA,NA
"36","1080","SH","1985",NA,NA
"37","1080","SH","1986",NA,NA
"38","1080","SH","1987",NA,NA
"39","1080","SH","1988",NA,NA
"40","1080","SH","1989",NA,NA
"41","1080","SH","1990",NA,NA
"42","1080","SH","1991",NA,NA
"43","1080","SH","1992",NA,NA
"44","1080","SH","1993",NA,NA
"45","1080","SH","1994",NA,NA
"46","1080","SH","1995",NA,NA
"47","1080","SH","1996",NA,NA
"48","1080","SH","1997",NA,NA
"49","1080","SH","1998",NA,NA
"50","1080","SH","1999",NA,NA
"51","1080","SH","2000",NA,NA
"52","1080","SH","2001",NA,NA
"53","1080","SH","2002",NA,NA
"54","1080","SH","2003",NA,NA
"55","1080","SH","2004",NA,NA
"56","1080","SH","2005",NA,NA
"57","1080","SH","2006",NA,NA
"58","1080","SH","2007",NA,NA
"59","1080","SH","2008",NA,NA
"60","1080","SH","2009",NA,NA
"61","1080","SH","2010",NA,NA
"62","1080","SH","2011",NA,NA
"63","1080","SH","2012",NA,NA
"64","1080","SH","2013",NA,NA
"65","1080","SH","2014",NA,NA
"66","1080","SH","2015",NA,NA
"67","1080","SH","2016",NA,NA
"68","1080","SH","2017",NA,NA
"69","1080","SH","2018",NA,NA
"70","1080","SH","2019",NA,NA
"71","1080","SH","2020",NA,NA
"72","1080","SH","2021",NA,NA
"73","1080","SH","2022",NA,NA
"74","1081","SH","1950",NA,NA
"75","1081","SH","1951",NA,NA
"76","1081","SH","1952",NA,NA
"77","1081","SH","1953",NA,NA
"78","1081","SH","1954",NA,NA
"79","1081","SH","1955",NA,NA
"80","1081","SH","1956",NA,NA
"81","1081","SH","1957",NA,NA
"82","1081","SH","1958",NA,NA
"83","1081","SH","1959",NA,NA
"84","1081","SH","1960",NA,NA
"85","1081","SH","1961",NA,NA
"86","1081","SH","1962",NA,NA
"87","1081","SH","1963",NA,NA
"88","1081","SH","1964",NA,NA
"89","1081","SH","1965",NA,NA
"90","1081","SH","1966",NA,NA
"91","1081","SH","1967",NA,NA
"92","1081","SH","1968",NA,NA
"93","1081","SH","1969",NA,NA
"94","1081","SH","1970",NA,NA
"95","1081","SH","1971",NA,NA
"96","1081","SH","1972",NA,NA
"97","1081","SH","1973",NA,NA
"98","1081","SH","1974",NA,NA
"99","1081","SH","1975",NA,NA
"100","1081","SH","1976",NA,NA
"101","1081","SH","1977",NA,NA
"102","1081","SH","1978",NA,NA
"103","1081","SH","1979",NA,NA
"104","1081","SH","1980",NA,NA
"105","1081","SH","1981",NA,NA
"106","1081","SH","1982",NA,NA
"107","1081","SH","1983",NA,NA
"108","1081","SH","1984",NA,NA
"109","1081","SH","1985",NA,NA
"110","1081","SH","1986",NA,NA
"111","1081","SH","1987",NA,NA
"112","1081","SH","1988",NA,NA
"113","1081","SH","1989",NA,NA
"114","1081","SH","1990",NA,NA
"115","1081","SH","1991",NA,NA
"116","1081","SH","1992",NA,NA
"117","1081","SH","1993",NA,NA
"118","1081","SH","1994",NA,NA
"119","1081","SH","1995",NA,NA
"120","1081","SH","1996",NA,NA
"121","1081","SH","1997",NA,NA
"122","1081","SH","1998",NA,NA
"123","1081","SH","1999",NA,NA
"124","1081","SH","2000",NA,NA
"125","1081","SH","2001",NA,NA
"126","1081","SH","2002",NA,NA
"127","1081","SH","2003",NA,NA
"128","1081","SH","2004",NA,NA
"129","1081","SH","2005",NA,NA
"130","1081","SH","2006",NA,NA
"131","1081","SH","2007",NA,NA
"132","1081","SH","2008",NA,NA
"133","1081","SH","2009",NA,NA
"134","1081","SH","2010",NA,NA
"135","1081","SH","2011",NA,NA
"136","1081","SH","2012",NA,NA
"137","1081","SH","2013",NA,NA
"138","1081","SH","2014",NA,NA
"139","1081","SH","2015",NA,NA
"140","1081","SH","2016",NA,NA
"141","1081","SH","2017",NA,NA
"142","1081","SH","2018",NA,NA
"143","1081","SH","2019",NA,NA
"144","1081","SH","2020",NA,NA
"145","1081","SH","2021",NA,NA
"146","1081","SH","2022",NA,NA
"147","1082","SH","1950",NA,NA
"148","1082","SH","1951",NA,NA
"149","1082","SH","1952",NA,NA
"150","1082","SH","1953",NA,NA
"151","1082","SH","1954",NA,NA
"152","1082","SH","1955",NA,NA
"153","1082","SH","1956",NA,NA
"154","1082","SH","1957",NA,NA
"155","1082","SH","1958",NA,NA
"156","1082","SH","1959",NA,NA
"157","1082","SH","1960",NA,NA
"158","1082","SH","1961",NA,NA
"159","1082","SH","1962",NA,NA
"160","1082","SH","1963",NA,NA
"161","1082","SH","1964",NA,NA
"162","1082","SH","1965",NA,NA
"163","1082","SH","1966",NA,NA
"164","1082","SH","1967",NA,NA
"165","1082","SH","1968",NA,NA
"166","1082","SH","1969",NA,NA
"167","1082","SH","1970",NA,NA
"168","1082","SH","1971",NA,NA
"169","1082","SH","1972",NA,NA
"170","1082","SH","1973",NA,NA
"171","1082","SH","1974",NA,NA
"172","1082","SH","1975",NA,NA
"173","1082","SH","1976",NA,NA
"174","1082","SH","1977",NA,NA
"175","1082","SH","1978",NA,NA
"176","1082","SH","1979",NA,NA
"177","1082","SH","1980",NA,NA
"178","1082","SH","1981",NA,NA
"179","1082","SH","1982",NA,NA
"180","1082","SH","1983",NA,NA
"181","1082","SH","1984",NA,NA
"182","1082","SH","1985",NA,NA
"183","1082","SH","1986",NA,NA
"184","1082","SH","1987",NA,NA
"185","1082","SH","1988",NA,NA
"186","1082","SH","1989",NA,NA
"187","1082","SH","1990",NA,NA
"188","1082","SH","1991",NA,NA
"189","1082","SH","1992",NA,NA
"190","1082","SH","1993",NA,NA
"191","1082","SH","1994",NA,NA
"192","1082","SH","1995",NA,NA
"193","1082","SH","1996",NA,NA
"194","1082","SH","1997",NA,NA
"195","1082","SH","1998",NA,NA
"196","1082","SH","1999",NA,NA
"197","1082","SH","2000",NA,NA
"198","1082","SH","2001",NA,NA
"199","1082","SH","2002",NA,NA
"200","1082","SH","2003",NA,NA
"201","1082","SH","2004",NA,NA
"202","1082","SH","2005",NA,NA
"203","1082","SH","2006",NA,NA
"204","1082","SH","2007",NA,NA
"205","1082","SH","2008",NA,NA
"206","1082","SH","2009",NA,NA
"207","1082","SH","2010",NA,NA
"208","1082","SH","2011",NA,NA
"209","1082","SH","2012",NA,NA
"210","1082","SH","2013",NA,NA
"211","1082","SH","2014",NA,NA
"212","1082","SH","2015",NA,NA
"213","1082","SH","2016",NA,NA
"214","1082","SH","2017",NA,NA
"215","1082","SH","2018",NA,NA
"216","1082","SH","2019",NA,NA
"217","1082","SH","2020",NA,NA
"218","1082","SH","2021",NA,NA
"219","1082","SH","2022",NA,NA
"220","1083","SH","1950",NA,NA
"221","1083","SH","1951",NA,NA
"222","1083","SH","1952",NA,NA
"223","1083","SH","1953",NA,NA
"224","1083","SH","1954",NA,NA
"225","1083","SH","1955",NA,NA
"226","1083","SH","1956",NA,NA
"227","1083","SH","1957",NA,NA
"228","1083","SH","1958",NA,NA
"229","1083","SH","1959",NA,NA
"230","1083","SH","1960",NA,NA
"231","1083","SH","1961",NA,NA
"232","1083","SH","1962",NA,NA
"233","1083","SH","1963",NA,NA
"234","1083","SH","1964",NA,NA
"235","1083","SH","1965",NA,NA
"236","1083","SH","1966",NA,NA
"237","1083","SH","1967",NA,NA
"238","1083","SH","1968",NA,NA
"239","1083","SH","1969",NA,NA
"240","1083","SH","1970",NA,NA
"241","1083","SH","1971",NA,NA
"242","1083","SH","1972",NA,NA
"243","1083","SH","1973",NA,NA
"244","1083","SH","1974",NA,NA
"245","1083","SH","1975",NA,NA
"246","1083","SH","1976",NA,NA
"247","1083","SH","1977",NA,NA
"248","1083","SH","1978",NA,NA
"249","1083","SH","1979",NA,NA
"250","1083","SH","1980",NA,NA
"251","1083","SH","1981",NA,NA
"252","1083","SH","1982",NA,NA
"253","1083","SH","1983",NA,NA
"254","1083","SH","1984",NA,NA
"255","1083","SH","1985",NA,NA
"256","1083","SH","1986",NA,NA
"257","1083","SH","1987",NA,NA
"258","1083","SH","1988",NA,NA
"259","1083","SH","1989",NA,NA
"260","1083","SH","1990",NA,NA
"261","1083","SH","1991",NA,NA
"262","1083","SH","1992",NA,NA
"263","1083","SH","1993",NA,NA
"264","1083","SH","1994",NA,NA
"265","1083","SH","1995",NA,NA
"266","1083","SH","1996",NA,NA
"267","1083","SH","1997",NA,NA
"268","1083","SH","1998",NA,NA
"269","1083","SH","1999",NA,NA
"270","1083","SH","2000",NA,NA
"271","1083","SH","2001",NA,NA
"272","1083","SH","2002",NA,NA
"273","1083","SH","2003",NA,NA
"274","1083","SH","2004",NA,NA
"275","1083","SH","2005",NA,NA
"276","1083","SH","2006",NA,NA
"277","1083","SH","2007",NA,NA
"278","1083","SH","2008",NA,NA
"279","1083","SH","2009",NA,NA
"280","1083","SH","2010",NA,NA
"281","1083","SH","2011",NA,NA
"282","1083","SH","2012",NA,NA
"283","1083","SH","2013",NA,NA
"284","1083","SH","2014",NA,NA
"285","1083","SH","2015",NA,NA
"286","1083","SH","2016",NA,NA
"287","1083","SH","2017",NA,NA
"288","1083","SH","2018",NA,NA
"289","1083","SH","2019",NA,NA
"290","1083","SH","2020",NA,NA
"291","1083","SH","2021",NA,NA
"292","1083","SH","2022",NA,NA
"293","1084","SH","1950",NA,NA
"294","1084","SH","1951",NA,NA
"295","1084","SH","1952",NA,NA
"296","1084","SH","1953",NA,NA
"297","1084","SH","1954",NA,NA
"298","1084","SH","1955",NA,NA
"299","1084","SH","1956",NA,NA
"300","1084","SH","1957",NA,NA
"301","1084","SH","1958",NA,NA
"302","1084","SH","1959",NA,NA
"303","1084","SH","1960",NA,NA
"304","1084","SH","1961",NA,NA
"305","1084","SH","1962",NA,NA
"306","1084","SH","1963",NA,NA
"307","1084","SH","1964",NA,NA
"308","1084","SH","1965",NA,NA
"309","1084","SH","1966",NA,NA
"310","1084","SH","1967",NA,NA
"311","1084","SH","1968",NA,NA
"312","1084","SH","1969",NA,NA
"313","1084","SH","1970",NA,NA
"314","1084","SH","1971",NA,NA
"315","1084","SH","1972",NA,NA
"316","1084","SH","1973",NA,NA
"317","1084","SH","1974",NA,NA
"318","1084","SH","1975",NA,NA
"319","1084","SH","1976",NA,NA
"320","1084","SH","1977",NA,NA
"321","1084","SH","1978",NA,NA
"322","1084","SH","1979",NA,NA
"323","1084","SH","1980",NA,NA
"324","1084","SH","1981",NA,NA
"325","1084","SH","1982",NA,NA
"326","1084","SH","1983",NA,NA
"327","1084","SH","1984",NA,NA
"328","1084","SH","1985",NA,NA
"329","1084","SH","1986",NA,NA
"330","1084","SH","1987",NA,NA
"331","1084","SH","1988",NA,NA
"332","1084","SH","1989",NA,NA
"333","1084","SH","1990",NA,NA
"334","1084","SH","1991",NA,NA
"335","1084","SH","1992",NA,NA
"336","1084","SH","1993",NA,NA
"337","1084","SH","1994",NA,NA
"338","1084","SH","1995",NA,NA
"339","1084","SH","1996",NA,NA
"340","1084","SH","1997",NA,NA
"341","1084","SH","1998",NA,NA
"342","1084","SH","1999",NA,NA
"343","1084","SH","2000",NA,NA
"344","1084","SH","2001",NA,NA
"345","1084","SH","2002",NA,NA
"346","1084","SH","2003",NA,NA
"347","1084","SH","2004",NA,NA
"348","1084","SH","2005",NA,NA
"349","1084","SH","2006",NA,NA
"350","1084","SH","2007",NA,NA
"351","1084","SH","2008",NA,NA
"352","1084","SH","2009",NA,NA
"353","1084","SH","2010",NA,NA
"354","1084","SH","2011",NA,NA
"355","1084","SH","2012",NA,NA
"356","1084","SH","2013",NA,NA
"357","1084","SH","2014",NA,NA
"358","1084","SH","2015",NA,NA
"359","1084","SH","2016",NA,NA
"360","1084","SH","2017",NA,NA
"361","1084","SH","2018",NA,NA
"362","1084","SH","2019",NA,NA
"363","1084","SH","2020",NA,NA
"364","1084","SH","2021",NA,NA
"365","1084","SH","2022",NA,NA
"366","1380","SH","1950",NA,NA
"367","1380","SH","1951",NA,NA
"368","1380","SH","1952",NA,NA
"369","1380","SH","1953",NA,NA
"370","1380","SH","1954",NA,NA
"371","1380","SH","1955",NA,NA
"372","1380","SH","1956",NA,NA
"373","1380","SH","1957",NA,NA
"374","1380","SH","1958",NA,NA
"375","1380","SH","1959",NA,NA
"376","1380","SH","1960",NA,NA
"377","1380","SH","1961",NA,NA
"378","1380","SH","1962",NA,NA
"379","1380","SH","1963",NA,NA
"380","1380","SH","1964",NA,NA
"381","1380","SH","1965",NA,NA
"382","1380","SH","1966",NA,NA
"383","1380","SH","1967",NA,NA
"384","1380","SH","1968",NA,NA
"385","1380","SH","1969",NA,NA
"386","1380","SH","1970",NA,NA
"387","1380","SH","1971",NA,NA
"388","1380","SH","1972",NA,NA
"389","1380","SH","1973",NA,NA
"390","1380","SH","1974",NA,NA
"391","1380","SH","1975",NA,NA
"392","1380","SH","1976",NA,NA
"393","1380","SH","1977",NA,NA
"394","1380","SH","1978",NA,NA
"395","1380","SH","1979",NA,NA
"396","1380","SH","1980",NA,NA
"397","1380","SH","1981",NA,NA
"398","1380","SH","1982",NA,NA
"399","1380","SH","1983",NA,NA
"400","1380","SH","1984",NA,NA
"401","1380","SH","1985",NA,NA
"402","1380","SH","1986",NA,NA
"403","1380","SH","1987",NA,NA
"404","1380","SH","1988",NA,NA
"405","1380","SH","1989",NA,NA
"406","1380","SH","1990",NA,NA
"407","1380","SH","1991",NA,NA
"408","1380","SH","1992",NA,NA
"409","1380","SH","1993",NA,NA
"410","1380","SH","1994",NA,NA
"411","1380","SH","1995",NA,NA
"412","1380","SH","1996",NA,NA
"413","1380","SH","1997",NA,NA
"414","1380","SH","1998",NA,NA
"415","1380","SH","1999",NA,NA
"416","1380","SH","2000",NA,NA
"417","1380","SH","2001",NA,NA
"418","1380","SH","2002",NA,NA
"419","1380","SH","2003",NA,NA
"420","1380","SH","2004",NA,NA
"421","1380","SH","2005",NA,NA
"422","1380","SH","2006",NA,NA
"423","1380","SH","2007",NA,NA
"424","1380","SH","2008",NA,NA
"425","1380","SH","2009",NA,NA
"426","1380","SH","2010",NA,NA
"427","1380","SH","2011",NA,NA
"428","1380","SH","2012",NA,NA
"429","1380","SH","2013",NA,NA
"430","1380","SH","2014",NA,NA
"431","1380","SH","2015",NA,NA
"432","1380","SH","2016",NA,NA
"433","1380","SH","2017",NA,NA
"434","1380","SH","2018",NA,NA
"435","1380","SH","2019",NA,NA
"436","1380","SH","2020",NA,NA
"437","1380","SH","2021",NA,NA
"438","1380","SH","2022",NA,NA
"439","280","SH","1950",NA,NA
"440","280","SH","1951",NA,NA
"441","280","SH","1952",NA,NA
"442","280","SH","1953",NA,NA
"443","280","SH","1954",NA,NA
"444","280","SH","1955",NA,NA
"445","280","SH","1956",NA,NA
"446","280","SH","1957",NA,NA
"447","280","SH","1958",NA,NA
"448","280","SH","1959",NA,NA
"449","280","SH","1960",NA,NA
"450","280","SH","1961",NA,NA
"451","280","SH","1962",NA,NA
"452","280","SH","1963",NA,NA
"453","280","SH","1964",NA,NA
"454","280","SH","1965",NA,NA
"455","280","SH","1966",NA,NA
"456","280","SH","1967",NA,NA
"457","280","SH","1968",NA,NA
"458","280","SH","1969",NA,NA
"459","280","SH","1970",NA,NA
"460","280","SH","1971",NA,NA
"461","280","SH","1972",NA,NA
"462","280","SH","1973",NA,NA
"463","280","SH","1974",NA,NA
"464","280","SH","1975",NA,NA
"465","280","SH","1976",NA,NA
"466","280","SH","1977",NA,NA
"467","280","SH","1978",NA,NA
"468","280","SH","1979",NA,NA
"469","280","SH","1980",NA,NA
"470","280","SH","1981",NA,NA
"471","280","SH","1982",NA,NA
"472","280","SH","1983",NA,NA
"473","280","SH","1984",NA,NA
"474","280","SH","1985",NA,NA
"475","280","SH","1986",NA,NA
"476","280","SH","1987",NA,NA
"477","280","SH","1988",NA,NA
"478","280","SH","1989",NA,NA
"479","280","SH","1990",NA,NA
"480","280","SH","1991",NA,NA
"481","280","SH","1992",NA,NA
"482","280","SH","1993",NA,NA
"483","280","SH","1994",NA,NA
"484","280","SH","1995",NA,NA
"485","280","SH","1996",NA,NA
"486","280","SH","1997",NA,NA
"487","280","SH","1998",NA,NA
"488","280","SH","1999",NA,NA
"489","280","SH","2000",NA,NA
"490","280","SH","2001",NA,NA
"491","280","SH","2002",NA,NA
"492","280","SH","2003",NA,NA
"493","280","SH","2004",NA,NA
"494","280","SH","2005",NA,NA
"495","280","SH","2006",NA,NA
"496","280","SH","2007",NA,NA
"497","280","SH","2008",NA,NA
"498","280","SH","2009",NA,NA
"499","280","SH","2010",NA,NA
"500","280","SH","2011",NA,NA
"501","280","SH","2012",NA,NA
"502","280","SH","2013",NA,NA
"503","280","SH","2014",NA,NA
"504","280","SH","2015",NA,NA
"505","280","SH","2016",NA,NA
"506","280","SH","2017",NA,NA
"507","280","SH","2018",NA,NA
"508","280","SH","2019",NA,NA
"509","280","SH","2020",NA,NA
"510","280","SH","2021",NA,NA
"511","280","SH","2022",NA,NA
"512","281","SH","1950",NA,NA
"513","281","SH","1951",NA,NA
"514","281","SH","1952",NA,NA
"515","281","SH","1953",NA,NA
"516","281","SH","1954",NA,NA
"517","281","SH","1955",NA,NA
"518","281","SH","1956",NA,NA
"519","281","SH","1957",NA,NA
"520","281","SH","1958",NA,NA
"521","281","SH","1959",NA,NA
"522","281","SH","1960",NA,NA
"523","281","SH","1961",NA,NA
"524","281","SH","1962",NA,NA
"525","281","SH","1963",NA,NA
"526","281","SH","1964",NA,NA
"527","281","SH","1965",NA,NA
"528","281","SH","1966",NA,NA
"529","281","SH","1967",NA,NA
"530","281","SH","1968",NA,NA
"531","281","SH","1969",NA,NA
"532","281","SH","1970",NA,NA
"533","281","SH","1971",NA,NA
"534","281","SH","1972",NA,NA
"535","281","SH","1973",NA,NA
"536","281","SH","1974",NA,NA
"537","281","SH","1975",NA,NA
"538","281","SH","1976",NA,NA
"539","281","SH","1977",NA,NA
"540","281","SH","1978",NA,NA
"541","281","SH","1979",NA,NA
"542","281","SH","1980",NA,NA
"543","281","SH","1981",NA,NA
"544","281","SH","1982",NA,NA
"545","281","SH","1983",NA,NA
"546","281","SH","1984",NA,NA
"547","281","SH","1985",NA,NA
"548","281","SH","1986",NA,NA
"549","281","SH","1987",NA,NA
"550","281","SH","1988",NA,NA
"551","281","SH","1989",NA,NA
"552","281","SH","1990",NA,NA
"553","281","SH","1991",NA,NA
"554","281","SH","1992",NA,NA
"555","281","SH","1993",NA,NA
"556","281","SH","1994",NA,NA
"557","281","SH","1995",NA,NA
"558","281","SH","1996",NA,NA
"559","281","SH","1997",NA,NA
"560","281","SH","1998",NA,NA
"561","281","SH","1999",NA,NA
"562","281","SH","2000",NA,NA
"563","281","SH","2001",NA,NA
"564","281","SH","2002",NA,NA
"565","281","SH","2003",NA,NA
"566","281","SH","2004",NA,NA
"567","281","SH","2005",NA,NA
"568","281","SH","2006",NA,NA
"569","281","SH","2007",NA,NA
"570","281","SH","2008",NA,NA
"571","281","SH","2009",NA,NA
"572","281","SH","2010",NA,NA
"573","281","SH","2011",NA,NA
"574","281","SH","2012",NA,NA
"575","281","SH","2013",NA,NA
"576","281","SH","2014",NA,NA
"577","281","SH","2015",NA,NA
"578","281","SH","2016",NA,NA
"579","281","SH","2017",NA,NA
"580","281","SH","2018",NA,NA
"581","281","SH","2019",NA,NA
"582","281","SH","2020",NA,NA
"583","281","SH","2021",NA,NA
"584","281","SH","2022",NA,NA
"585","282","SH","1950",NA,NA
"586","282","SH","1951",NA,NA
"587","282","SH","1952",NA,NA
"588","282","SH","1953",NA,NA
"589","282","SH","1954",NA,NA
"590","282","SH","1955",NA,NA
"591","282","SH","1956",NA,NA
"592","282","SH","1957",NA,NA
"593","282","SH","1958",NA,NA
"594","282","SH","1959",NA,NA
"595","282","SH","1960",NA,NA
"596","282","SH","1961",NA,NA
"597","282","SH","1962",NA,NA
"598","282","SH","1963",NA,NA
"599","282","SH","1964",NA,NA
"600","282","SH","1965",NA,NA
"601","282","SH","1966",NA,NA
"602","282","SH","1967",NA,NA
"603","282","SH","1968",NA,NA
"604","282","SH","1969",NA,NA
"605","282","SH","1970",NA,NA
"606","282","SH","1971",NA,NA
"607","282","SH","1972",NA,NA
"608","282","SH","1973",NA,NA
"609","282","SH","1974",NA,NA
"610","282","SH","1975",NA,NA
"611","282","SH","1976",NA,NA
"612","282","SH","1977",NA,NA
"613","282","SH","1978",NA,NA
"614","282","SH","1979",NA,NA
"615","282","SH","1980",NA,NA
"616","282","SH","1981",NA,NA
"617","282","SH","1982",NA,NA
"618","282","SH","1983",NA,NA
"619","282","SH","1984",NA,NA
"620","282","SH","1985",NA,NA
"621","282","SH","1986",NA,NA
"622","282","SH","1987",NA,NA
"623","282","SH","1988",NA,NA
"624","282","SH","1989",NA,NA
"625","282","SH","1990",NA,NA
"626","282","SH","1991",NA,NA
"627","282","SH","1992",NA,NA
"628","282","SH","1993",NA,NA
"629","282","SH","1994",NA,NA
"630","282","SH","1995",NA,NA
"631","282","SH","1996",NA,NA
"632","282","SH","1997",NA,NA
"633","282","SH","1998",NA,NA
"634","282","SH","1999",NA,NA
"635","282","SH","2000",NA,NA
"636","282","SH","2001",NA,NA
"637","282","SH","2002",NA,NA
"638","282","SH","2003",NA,NA
"639","282","SH","2004",NA,NA
"640","282","SH","2005",NA,NA
"641","282","SH","2006",NA,NA
"642","282","SH","2007",NA,NA
"643","282","SH","2008",NA,NA
"644","282","SH","2009",NA,NA
"645","282","SH","2010",NA,NA
"646","282","SH","2011",NA,NA
"647","282","SH","2012",NA,NA
"648","282","SH","2013",NA,NA
"649","282","SH","2014",NA,NA
"650","282","SH","2015",NA,NA
"651","282","SH","2016",NA,NA
"652","282","SH","2017",NA,NA
"653","282","SH","2018",NA,NA
"654","282","SH","2019",NA,NA
"655","282","SH","2020",NA,NA
"656","282","SH","2021",NA,NA
"657","282","SH","2022",NA,NA
"658","283","SH","1950",NA,NA
"659","283","SH","1951",NA,NA
"660","283","SH","1952",NA,NA
"661","283","SH","1953",NA,NA
"662","283","SH","1954",NA,NA
